/home/kandy/Desktop/IMG/center_2019_06_08_22_26_45_979.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_45_979.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_45_979.jpg, 0, 0, 0, 7.806937E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_099.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_099.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_099.jpg, 0, 0, 0, 7.822903E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_203.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_203.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_203.jpg, 0, 0, 0, 7.808347E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_317.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_317.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_317.jpg, 0, 0, 0, 7.857205E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_423.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_423.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_423.jpg, 0, 0, 0, 7.783304E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_535.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_535.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_535.jpg, 0, 0, 0, 7.927893E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_645.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_645.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_645.jpg, 0, 0, 0, 7.806214E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_759.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_759.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_759.jpg, 0, 0, 0, 7.946065E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_869.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_869.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_869.jpg, 0, 0, 0, 7.849756E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_46_981.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_46_981.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_46_981.jpg, 0, 0, 0, 8.263515E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_47_083.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_47_083.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_47_083.jpg, 0, 0, 0, 7.818145E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_47_195.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_47_195.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_47_195.jpg, 0, 0, 0, 7.957468E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_47_297.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_47_297.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_47_297.jpg, 0, 0, 0, 8.028318E-05
/home/kandy/Desktop/IMG/center_2019_06_08_22_26_47_406.jpg, /home/kandy/Desktop/IMG/left_2019_06_08_22_26_47_406.jpg, /home/kandy/Desktop/IMG/right_2019_06_08_22_26_47_406.jpg, 0, 0, 0, 7.772099E-05
